,NFLOOR,YRCON,WKHRS,NWKER,HEATP,COOLP,PCTERMN,LAPTPN,PRNTRN,COPIERN,LTOHRP,LTNHRP,DAYLTP,OPEN24,OPNWE,PBAPLUS,RENRFF,RENINS,CENDIV,PBA,FREESTN,RFTILT,WLCNS,BLDSHP,BLDSHP,YRCONC,RENHVC,RENWIN,RENLGT,RENELC,RENINS,RENSTR
5889,2,1970,85,150,100.0,100.0,150.0,50.0,20.0,10.0,95.0,0.0,30.0,2,1,2,1.0,1.0,3,2,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0
5892,2,1974,40,5,3.0,3.0,0.0,6.0,6.0,2.0,100.0,0.0,3.0,2,2,10,2.0,2.0,3,5,1.0,2,5,3.0,3.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5898,2,1984,70,20,80.0,80.0,20.0,5.0,41.0,7.0,40.0,40.0,70.0,2,1,6,2.0,2.0,7,2,1.0,3,4,6.0,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5899,3,995,80,1,33.0,33.0,2.0,0.0,1.0,1.0,33.0,0.0,0.0,2,1,1,2.0,2.0,1,1,1.0,1,1,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5900,1,2003,44,40,100.0,100.0,6.0,1.0,15.0,2.0,95.0,25.0,0.0,2,2,29,2.0,2.0,3,14,1.0,2,5,8.0,8.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5905,3,1959,168,60,100.0,100.0,40.0,12.0,12.0,1.0,100.0,70.0,0.0,1,1,35,1.0,2.0,5,16,1.0,1,3,2.0,2.0,3,2.0,2.0,1.0,2.0,2.0,2.0
5906,1,1964,40,30,95.0,95.0,100.0,20.0,5.0,1.0,90.0,0.0,0.0,2,2,28,2.0,2.0,9,14,1.0,1,1,4.0,4.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5907,1,2000,78,30,100.0,100.0,37.0,0.0,2.0,1.0,95.0,2.0,0.0,2,1,27,2.0,2.0,9,14,1.0,2,5,3.0,3.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5908,1,1980,72,39,84.0,90.0,29.0,23.0,17.0,5.0,83.0,6.0,17.0,2,1,50,2.0,2.0,7,23,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5909,1,1983,40,5,100.0,100.0,10.0,4.0,2.0,1.0,85.0,5.0,10.0,2,1,21,2.0,2.0,5,12,1.0,2,1,2.0,2.0,6,1.0,2.0,1.0,1.0,2.0,2.0
5910,1,2007,70,86,100.0,100.0,40.0,20.0,22.0,2.0,95.0,9.0,9.0,2,1,50,2.0,2.0,5,23,1.0,2,3,9.0,9.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5912,2,1988,60,10,100.0,100.0,6.0,0.0,0.0,1.0,100.0,50.0,100.0,2,1,2,2.0,2.0,5,2,1.0,2,4,1.0,1.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5914,1,1960,50,5,98.0,50.0,4.0,2.0,7.0,1.0,50.0,0.0,60.0,2,1,21,1.0,2.0,3,12,1.0,1,1,9.0,9.0,4,1.0,1.0,2.0,2.0,2.0,1.0
5916,4,1969,168,8,100.0,90.0,4.0,200.0,60.0,1.0,100.0,60.0,0.0,1,1,37,2.0,2.0,6,18,1.0,1,3,10.0,10.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5918,2,2000,66,105,100.0,100.0,345.0,30.0,10.0,5.0,75.0,0.0,0.0,2,1,27,2.0,2.0,5,14,1.0,2,8,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5919,2,1965,55,30,5.0,5.0,20.0,3.0,4.0,3.0,70.0,5.0,30.0,2,2,20,1.0,1.0,3,11,1.0,1,1,2.0,2.0,4,1.0,2.0,1.0,2.0,1.0,2.0
5920,5,1971,45,300,90.0,80.0,200.0,60.0,30.0,20.0,100.0,10.0,10.0,2,2,4,2.0,2.0,5,2,1.0,1,3,2.0,2.0,5,1.0,1.0,2.0,2.0,2.0,2.0
5921,7,995,50,80,100.0,20.0,300.0,150.0,20.0,10.0,100.0,10.0,10.0,2,2,29,2.0,2.0,2,14,1.0,1,1,7.0,7.0,2,2.0,2.0,2.0,2.0,2.0,2.0
5924,2,1978,96,50,100.0,100.0,40.0,2.0,10.0,5.0,100.0,20.0,0.0,2,1,10,2.0,2.0,5,5,1.0,2,2,3.0,3.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5925,2,2006,57,65,15.0,15.0,39.0,12.0,29.0,2.0,100.0,10.0,0.0,2,1,9,2.0,2.0,8,5,1.0,2,2,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5926,1,1949,48,58,98.0,90.0,4.0,2.0,5.0,1.0,95.0,1.0,1.0,2,1,49,2.0,2.0,5,91,1.0,1,1,2.0,2.0,3,2.0,2.0,1.0,2.0,2.0,2.0
5933,3,1981,56,300,100.0,100.0,7.0,20.0,30.0,6.0,100.0,25.0,90.0,2,1,2,2.0,2.0,9,2,1.0,1,1,4.0,4.0,6,2.0,2.0,1.0,2.0,2.0,2.0
5934,1,1986,48,3,30.0,30.0,6.0,1.0,5.0,1.0,30.0,5.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,5,3.0,3.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5935,1,1963,40,3,100.0,100.0,3.0,0.0,1.0,1.0,100.0,0.0,50.0,2,2,2,2.0,1.0,3,2,1.0,2,1,2.0,2.0,4,2.0,2.0,2.0,1.0,1.0,2.0
5940,3,2007,55,125,100.0,100.0,75.0,80.0,0.0,6.0,100.0,0.0,5.0,2,1,29,2.0,2.0,3,14,1.0,2,3,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5941,10,1991,50,300,100.0,100.0,225.0,150.0,25.0,25.0,100.0,0.0,35.0,2,2,2,2.0,2.0,5,2,1.0,1,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5942,2,2004,45,20,100.0,100.0,10.0,5.0,10.0,2.0,90.0,8.0,0.0,2,2,6,2.0,2.0,7,2,1.0,1,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5945,1,1980,40,2,100.0,100.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,4,3.0,3.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5948,2,1963,70,112,100.0,10.0,250.0,200.0,84.0,10.0,95.0,0.0,5.0,2,2,28,1.0,2.0,3,14,1.0,1,1,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
5949,3,1963,40,40,100.0,75.0,100.0,30.0,5.0,50.0,1.0,0.0,0.0,2,2,2,2.0,2.0,3,2,1.0,3,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5950,1,1996,36,5,100.0,100.0,7.0,0.0,3.0,1.0,90.0,10.0,20.0,2,1,3,2.0,2.0,3,2,1.0,1,3,11.0,11.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5951,4,995,40,40,100.0,100.0,43.0,0.0,7.0,7.0,66.0,0.0,5.0,2,2,4,1.0,2.0,5,2,1.0,2,1,2.0,2.0,1,1.0,2.0,1.0,2.0,2.0,2.0
5954,2,1960,54,14,100.0,10.0,10.0,2.0,4.0,1.0,100.0,5.0,0.0,2,1,9,2.0,2.0,2,5,1.0,1,1,9.0,9.0,4,2.0,2.0,2.0,2.0,2.0,2.0
5955,1,2001,50,81,100.0,100.0,40.0,40.0,20.0,7.0,100.0,10.0,20.0,2,2,6,2.0,2.0,5,2,1.0,1,2,3.0,3.0,8,1.0,2.0,2.0,2.0,2.0,2.0
5959,2,1995,76,285,98.0,96.0,625.0,100.0,185.0,2.0,90.0,0.0,4.0,2,1,27,1.0,2.0,8,14,1.0,2,1,11.0,11.0,7,1.0,1.0,1.0,1.0,2.0,2.0
5960,3,1971,43,100,70.0,70.0,100.0,30.0,25.0,7.0,60.0,30.0,10.0,2,1,1,2.0,2.0,9,1,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5964,2,2005,103,5,100.0,100.0,7.0,2.0,2.0,2.0,50.0,2.0,10.0,2,1,24,2.0,2.0,4,13,1.0,1,3,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5965,2,1970,84,8,100.0,100.0,2.0,0.0,3.0,1.0,100.0,10.0,0.0,2,1,14,2.0,2.0,8,6,1.0,2,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5966,7,1987,168,165,100.0,100.0,80.0,5.0,30.0,18.0,100.0,0.0,0.0,1,1,38,2.0,2.0,8,18,1.0,1,5,11.0,11.0,6,1.0,2.0,1.0,2.0,2.0,2.0
5967,1,1982,50,15,100.0,100.0,7.0,2.0,7.0,1.0,100.0,0.0,0.0,2,1,2,1.0,2.0,7,2,1.0,2,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5968,1,2005,45,15,100.0,100.0,4.0,15.0,3.0,1.0,60.0,0.0,2.0,2,2,10,2.0,2.0,5,5,1.0,1,5,11.0,11.0,9,2.0,2.0,2.0,2.0,2.0,2.0
5971,2,1996,60,5,100.0,100.0,6.0,2.0,1.0,1.0,45.0,2.0,0.0,2,2,19,2.0,2.0,4,8,1.0,1,1,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5972,6,1989,54,175,100.0,85.0,200.0,200.0,180.0,15.0,85.0,15.0,50.0,2,1,6,2.0,2.0,5,2,1.0,1,1,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5974,1,1964,54,75,100.0,100.0,120.0,4.0,11.0,27.0,99.0,0.0,2.0,2,1,19,1.0,1.0,9,8,1.0,2,5,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,2.0
5975,2,1991,55,300,70.0,70.0,250.0,60.0,125.0,15.0,80.0,50.0,10.0,2,2,19,2.0,2.0,5,8,1.0,1,1,2.0,2.0,7,1.0,2.0,2.0,2.0,2.0,2.0
5976,4,995,70,48,100.0,80.0,80.0,6.0,11.0,2.0,85.0,5.0,0.0,2,1,22,2.0,2.0,2,13,1.0,1,3,2.0,2.0,2,2.0,2.0,1.0,1.0,2.0,2.0
5979,2,995,96,150,100.0,100.0,174.0,151.0,57.0,7.0,100.0,0.0,0.0,2,1,29,2.0,2.0,9,14,1.0,1,3,9.0,9.0,2,2.0,2.0,2.0,2.0,2.0,2.0
5980,4,995,168,60,100.0,100.0,25.0,8.0,25.0,3.0,30.0,20.0,0.0,1,1,38,2.0,2.0,3,18,1.0,3,1,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5982,1,1977,168,20,100.0,100.0,5.0,1.0,5.0,1.0,95.0,35.0,50.0,1,1,36,1.0,2.0,4,17,1.0,2,1,10.0,10.0,5,2.0,2.0,1.0,2.0,2.0,2.0
5983,1,1972,84,22,50.0,50.0,17.0,7.0,11.0,1.0,80.0,34.0,9.0,2,1,50,1.0,2.0,9,23,1.0,1,1,4.0,4.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5985,1,1995,45,53,100.0,94.0,56.0,117.0,8.0,3.0,90.0,10.0,25.0,2,2,28,2.0,2.0,7,14,1.0,2,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5987,1,1997,44,5,100.0,100.0,7.0,2.0,6.0,2.0,58.0,22.0,7.0,2,1,50,2.0,2.0,3,23,1.0,3,3,3.0,3.0,7,2.0,2.0,2.0,2.0,2.0,2.0
5988,2,2001,40,70,100.0,100.0,80.0,40.0,10.0,6.0,100.0,20.0,0.0,2,2,4,2.0,2.0,1,2,1.0,3,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
5991,1,1970,36,7,100.0,100.0,11.0,0.0,4.0,1.0,100.0,10.0,0.0,2,2,18,2.0,2.0,8,8,1.0,1,1,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
5992,2,1984,40,21,100.0,14.0,6.0,0.0,7.0,1.0,100.0,0.0,0.0,2,2,47,1.0,2.0,6,26,1.0,2,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
5996,5,1972,168,100,100.0,100.0,300.0,40.0,7.0,8.0,100.0,20.0,10.0,1,1,35,1.0,2.0,2,16,1.0,1,2,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
5997,1,995,80,30,100.0,100.0,3.0,1.0,1.0,1.0,100.0,0.0,40.0,2,1,19,2.0,2.0,4,8,1.0,2,4,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0
5998,2,1964,80,45,10.0,10.0,50.0,8.0,6.0,4.0,70.0,25.0,70.0,2,1,10,2.0,2.0,9,5,1.0,2,3,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6004,8,1981,168,500,100.0,80.0,2000.0,500.0,100.0,20.0,80.0,20.0,30.0,1,1,27,2.0,2.0,8,14,1.0,1,2,6.0,6.0,6,1.0,2.0,1.0,2.0,2.0,2.0
6007,2,1987,168,101,100.0,18.0,80.0,18.0,23.0,5.0,94.0,94.0,0.0,1,1,47,1.0,1.0,9,26,1.0,1,2,2.0,2.0,6,1.0,2.0,1.0,2.0,1.0,2.0
6010,5,995,40,400,100.0,100.0,400.0,50.0,60.0,15.0,100.0,0.0,5.0,2,2,52,2.0,2.0,2,7,1.0,1,1,7.0,7.0,1,1.0,2.0,1.0,2.0,2.0,2.0
6012,3,1958,80,60,50.0,30.0,30.0,5.0,20.0,4.0,100.0,10.0,0.0,2,1,22,2.0,2.0,9,13,1.0,2,3,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
6013,1,1963,50,23,85.0,70.0,6.0,5.0,4.0,1.0,80.0,0.0,0.0,2,2,28,1.0,2.0,4,14,1.0,1,1,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,2.0
6015,2,1981,50,55,25.0,30.0,20.0,2.0,10.0,2.0,100.0,0.0,0.0,2,2,9,2.0,2.0,7,5,1.0,1,2,2.0,2.0,6,2.0,2.0,2.0,1.0,2.0,2.0
6018,1,1998,45,17,100.0,100.0,16.0,2.0,1.0,1.0,100.0,2.0,0.0,2,2,7,2.0,2.0,3,2,1.0,1,1,8.0,8.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6019,6,2005,168,1150,100.0,100.0,3305.0,140.0,600.0,100.0,90.0,80.0,0.0,1,1,35,1.0,1.0,9,16,1.0,1,1,2.0,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0
6027,2,1979,71,2500,100.0,100.0,150.0,70.0,100.0,6.0,100.0,10.0,15.0,2,1,51,1.0,2.0,6,24,1.0,2,1,8.0,8.0,5,1.0,2.0,1.0,1.0,2.0,2.0
6032,1,2000,40,10,25.0,25.0,5.0,3.0,8.0,1.0,50.0,0.0,0.0,2,2,10,2.0,2.0,9,5,1.0,2,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6033,2,1952,65,15,100.0,25.0,12.0,0.0,6.0,1.0,40.0,0.0,0.0,2,1,21,2.0,2.0,1,12,1.0,3,2,11.0,11.0,3,2.0,2.0,2.0,2.0,2.0,2.0
6035,9,2007,168,1500,100.0,90.0,2385.0,403.0,411.0,60.0,100.0,75.0,0.0,1,1,35,1.0,1.0,3,16,1.0,1,2,11.0,11.0,9,1.0,2.0,1.0,1.0,1.0,2.0
6036,1,1966,48,15,80.0,80.0,10.0,2.0,3.0,2.0,100.0,100.0,75.0,2,2,30,1.0,2.0,9,14,1.0,1,1,2.0,2.0,4,1.0,1.0,2.0,1.0,2.0,2.0
6037,3,1986,50,1000,100.0,100.0,500.0,500.0,200.0,50.0,96.0,15.0,10.0,2,2,2,1.0,2.0,6,2,1.0,2,1,9.0,9.0,6,1.0,2.0,1.0,1.0,2.0,2.0
6042,2,1985,45,45,10.0,10.0,14.0,1.0,3.0,3.0,80.0,0.0,0.0,2,2,9,1.0,1.0,9,5,1.0,1,3,2.0,2.0,6,1.0,1.0,1.0,2.0,1.0,1.0
6044,2,1959,85,140,100.0,80.0,350.0,300.0,120.0,4.0,100.0,10.0,30.0,2,1,29,2.0,2.0,8,14,1.0,1,1,2.0,2.0,3,1.0,1.0,1.0,1.0,2.0,2.0
6045,4,1956,65,90,100.0,15.0,40.0,30.0,10.0,3.0,100.0,2.0,0.0,2,1,28,2.0,2.0,2,14,1.0,1,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
6046,8,1984,168,2405,100.0,85.0,2000.0,340.0,500.0,62.0,96.0,65.0,10.0,1,1,35,2.0,2.0,7,16,1.0,1,1,11.0,11.0,6,2.0,2.0,1.0,2.0,2.0,2.0
6047,1,1987,168,9,100.0,100.0,15.0,2.0,3.0,1.0,90.0,10.0,5.0,1,1,6,2.0,2.0,9,2,1.0,1,2,1.0,1.0,6,2.0,2.0,2.0,2.0,2.0,2.0
6050,5,1984,65,50,100.0,100.0,187.0,10.0,10.0,3.0,95.0,20.0,50.0,2,1,2,2.0,2.0,5,2,1.0,1,3,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
6053,1,2005,60,35,100.0,100.0,70.0,2.0,20.0,2.0,100.0,2.0,40.0,2,2,28,2.0,2.0,9,14,1.0,1,4,3.0,3.0,9,2.0,2.0,2.0,2.0,2.0,2.0
6059,9,1974,65,6500,100.0,85.0,3620.0,1420.0,3000.0,150.0,100.0,10.0,20.0,2,2,4,2.0,2.0,5,2,1.0,1,3,8.0,8.0,5,2.0,2.0,2.0,2.0,2.0,2.0
6061,5,1995,70,200,100.0,100.0,200.0,50.0,50.0,3.0,90.0,10.0,0.0,2,1,6,2.0,2.0,7,2,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6063,3,995,40,40,100.0,90.0,40.0,2.0,10.0,2.0,100.0,10.0,0.0,2,2,4,2.0,1.0,1,2,1.0,3,1,3.0,3.0,2,2.0,1.0,1.0,2.0,1.0,2.0
6064,2,1973,50,35,100.0,100.0,300.0,40.0,5.0,4.0,100.0,20.0,10.0,2,1,28,2.0,2.0,4,14,1.0,1,1,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
6067,1,2002,60,30,100.0,100.0,88.0,50.0,24.0,3.0,100.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,2,1,10.0,10.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6072,3,995,40,65,100.0,80.0,250.0,108.0,5.0,5.0,95.0,15.0,10.0,2,2,28,2.0,2.0,8,14,1.0,1,1,11.0,11.0,2,2.0,2.0,2.0,2.0,2.0,2.0
6073,2,1967,100,50,100.0,100.0,120.0,20.0,8.0,1.0,100.0,5.0,0.0,2,1,27,2.0,2.0,5,14,1.0,3,1,3.0,3.0,4,1.0,2.0,2.0,2.0,2.0,2.0
6082,10,995,45,469,90.0,90.0,350.0,20.0,200.0,10.0,90.0,10.0,0.0,2,2,4,2.0,2.0,7,2,1.0,1,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
6083,2,1961,84,40,100.0,100.0,45.0,6.0,10.0,5.0,100.0,10.0,20.0,2,1,23,2.0,2.0,5,13,1.0,1,3,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6084,10,1997,50,250,100.0,100.0,300.0,75.0,75.0,20.0,65.0,15.0,0.0,2,1,2,2.0,1.0,7,2,1.0,1,7,2.0,2.0,7,1.0,1.0,1.0,1.0,1.0,2.0
6085,1,1980,120,10,10.0,10.0,3.0,5.0,2.0,1.0,100.0,0.0,0.0,2,1,9,2.0,2.0,9,5,1.0,2,2,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
6087,1,2001,70,101,97.0,82.0,79.0,22.0,25.0,5.0,92.0,32.0,6.0,2,1,50,2.0,2.0,2,23,1.0,2,3,3.0,3.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6089,1,995,40,3,100.0,75.0,2.0,0.0,1.0,1.0,100.0,10.0,20.0,2,1,2,2.0,2.0,3,2,1.0,1,3,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
6094,3,1998,60,200,35.0,100.0,225.0,60.0,100.0,6.0,75.0,10.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,6,6.0,6.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6095,1,1988,37,6,40.0,2.0,4.0,2.0,5.0,1.0,70.0,5.0,40.0,2,2,9,2.0,2.0,5,5,1.0,2,1,2.0,2.0,6,1.0,2.0,2.0,2.0,2.0,2.0
6100,2,2001,85,110,100.0,100.0,150.0,600.0,70.0,3.0,90.0,10.0,50.0,2,1,29,2.0,2.0,1,14,1.0,2,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6102,1,1968,40,30,100.0,88.0,31.0,7.0,12.0,1.0,95.0,2.0,33.0,2,1,50,1.0,1.0,9,23,1.0,2,1,1.0,1.0,4,1.0,1.0,1.0,1.0,1.0,1.0
6104,2,1986,149,75,100.0,60.0,90.0,70.0,8.0,5.0,100.0,0.0,10.0,2,1,27,1.0,1.0,3,14,1.0,1,1,2.0,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0
6105,4,1969,84,24,100.0,100.0,2.0,0.0,5.0,1.0,100.0,1.0,0.0,2,1,2,2.0,2.0,5,2,1.0,1,1,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6106,1,1995,70,453,98.0,100.0,170.0,32.0,76.0,13.0,97.0,22.0,8.0,2,1,50,2.0,2.0,7,23,1.0,1,2,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6107,3,1985,75,75,100.0,100.0,100.0,50.0,100.0,50.0,100.0,10.0,0.0,2,2,6,2.0,1.0,5,2,1.0,2,4,11.0,11.0,6,2.0,1.0,2.0,1.0,1.0,2.0
6110,1,2002,56,5,100.0,100.0,6.0,0.0,4.0,1.0,100.0,0.0,30.0,2,1,2,2.0,2.0,5,2,1.0,3,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6112,5,1955,168,700,90.0,100.0,300.0,12.0,45.0,5.0,100.0,35.0,50.0,1,1,35,1.0,2.0,2,16,1.0,1,1,11.0,11.0,3,1.0,2.0,1.0,1.0,2.0,2.0
6113,2,1974,54,41,100.0,85.0,45.0,10.0,6.0,2.0,85.0,0.0,10.0,2,1,2,1.0,1.0,9,2,1.0,1,3,2.0,2.0,5,1.0,1.0,1.0,2.0,1.0,2.0
6116,1,1964,40,5,100.0,12.0,2.0,0.0,2.0,1.0,100.0,0.0,0.0,2,2,46,1.0,2.0,5,26,1.0,3,3,2.0,2.0,4,1.0,1.0,2.0,2.0,2.0,2.0
6117,14,1989,55,300,100.0,90.0,200.0,200.0,200.0,20.0,76.0,25.0,20.0,2,1,2,2.0,2.0,5,2,1.0,1,2,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
6121,1,1996,37,1,100.0,80.0,1.0,0.0,1.0,1.0,50.0,5.0,80.0,2,1,2,2.0,2.0,9,2,1.0,2,4,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6123,2,1992,84,20,100.0,100.0,20.0,10.0,10.0,2.0,100.0,5.0,0.0,2,1,21,2.0,2.0,3,12,1.0,3,5,10.0,10.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6125,1,1987,110,45,100.0,8.0,11.0,6.0,6.0,1.0,100.0,20.0,0.0,2,1,10,2.0,2.0,5,5,1.0,1,2,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
6126,1,1966,70,96,50.0,50.0,50.0,17.0,25.0,1.0,69.0,23.0,16.0,2,1,50,2.0,2.0,9,23,1.0,1,4,9.0,9.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6129,1,1995,40,121,100.0,100.0,130.0,25.0,3.0,2.0,100.0,0.0,50.0,2,2,4,2.0,2.0,8,2,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6131,4,1964,40,100,100.0,99.0,52.0,24.0,52.0,7.0,90.0,0.0,0.0,2,2,28,2.0,2.0,2,14,1.0,1,3,4.0,4.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6133,1,1976,168,75,100.0,100.0,80.0,5.0,30.0,4.0,100.0,50.0,0.0,1,1,35,2.0,2.0,5,16,1.0,1,3,5.0,5.0,5,1.0,2.0,2.0,2.0,2.0,2.0
6135,3,2005,40,10,100.0,100.0,16.0,2.0,10.0,2.0,50.0,0.0,25.0,2,2,4,2.0,2.0,4,2,1.0,3,1,8.0,8.0,9,2.0,2.0,2.0,2.0,2.0,2.0
6137,5,2003,168,345,85.0,85.0,950.0,266.0,750.0,50.0,85.0,85.0,25.0,1,1,26,2.0,2.0,7,13,1.0,1,2,11.0,11.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6142,2,1992,168,20,40.0,85.0,16.0,48.0,7.0,3.0,65.0,5.0,5.0,1,1,49,2.0,2.0,9,91,1.0,2,2,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6143,3,995,40,40,100.0,2.0,6.0,20.0,13.0,1.0,100.0,5.0,0.0,2,2,28,2.0,2.0,3,14,1.0,1,1,11.0,11.0,2,2.0,2.0,2.0,2.0,2.0,2.0
6144,5,1963,58,60,100.0,100.0,75.0,25.0,20.0,15.0,80.0,25.0,10.0,2,1,18,1.0,2.0,5,8,1.0,1,1,2.0,2.0,4,1.0,2.0,2.0,2.0,2.0,2.0
6146,5,995,60,300,100.0,100.0,200.0,100.0,20.0,20.0,100.0,0.0,20.0,2,2,2,1.0,1.0,1,2,1.0,1,1,9.0,9.0,1,1.0,2.0,1.0,1.0,1.0,2.0
6148,11,1962,60,915,100.0,90.0,249.0,30.0,75.0,27.0,100.0,20.0,10.0,2,1,52,2.0,2.0,2,7,1.0,1,5,2.0,2.0,4,2.0,2.0,2.0,2.0,2.0,2.0
6150,2,1997,65,15,30.0,30.0,3.0,6.0,3.0,1.0,100.0,10.0,0.0,2,1,10,2.0,2.0,5,5,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6152,1,1972,40,82,100.0,100.0,14.0,4.0,4.0,3.0,90.0,30.0,0.0,2,2,2,2.0,2.0,2,2,1.0,1,3,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
6153,3,1985,50,290,100.0,100.0,220.0,50.0,17.0,6.0,75.0,20.0,0.0,2,2,2,2.0,2.0,9,2,1.0,2,3,11.0,11.0,6,1.0,1.0,1.0,2.0,2.0,2.0
6156,11,1990,50,900,100.0,100.0,818.0,12.0,311.0,46.0,75.0,30.0,15.0,2,2,4,2.0,2.0,8,2,1.0,1,2,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
6157,2,2001,48,25,100.0,100.0,11.0,5.0,12.0,2.0,100.0,10.0,0.0,2,2,2,2.0,2.0,5,2,1.0,1,2,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
6159,995,1967,60,650,100.0,100.0,600.0,60.0,150.0,50.0,100.0,5.0,10.0,2,2,6,1.0,2.0,5,2,1.0,1,2,3.0,3.0,4,1.0,2.0,1.0,2.0,2.0,2.0
6160,1,1966,110,120,100.0,100.0,40.0,6.0,12.0,2.0,100.0,20.0,10.0,2,1,8,2.0,2.0,2,4,1.0,1,3,2.0,2.0,4,1.0,2.0,2.0,1.0,2.0,2.0
6161,1,1965,40,5,100.0,10.0,6.0,11.0,1.0,1.0,60.0,0.0,10.0,2,2,48,2.0,1.0,4,26,1.0,3,5,2.0,2.0,4,2.0,2.0,2.0,2.0,1.0,2.0
