,TOTAL_EUI
1389,6.8985625
1390,24.84559677419355
1392,30.675755
1393,19.6099587628866
1394,3.835404255319149
1396,20.898057142857144
1402,11.005934426229508
1403,8.4775
1404,15.672896551724138
1407,11.374836363636364
1410,29.687525555555556
1412,27.81372222222222
1416,12.036323636363637
1417,19.030073684210528
1418,4.556111111111111
1420,26.197255
1421,0.902483870967742
1423,155.00339393939393
1425,13.213027027027026
1428,14.7455
1433,5.72518
1434,8.45463768115942
1439,18.19575
1440,16.865116666666665
1443,20.24417818181818
1444,5.251172413793103
1446,9.723333333333333
1447,5.095781818181818
1454,22.39625142857143
1455,8.062024137931035
1463,7.652692307692308
1465,1.4781818181818183
1466,64.78257142857143
1468,9.173698666666667
1473,40.519982142857145
1475,32.63952957746479
1476,8.643372881355932
1479,19.002782857142858
1483,13.770951111111112
1487,1.871872340425532
1490,2.48056
1492,15.693034482758621
1493,5.07555
1495,7.33725
1496,3.381171052631579
1498,3.367142857142857
1499,13.11008
1500,9.711037037037038
1501,9.142861538461538
1502,29.36777777777778
1505,26.0678
1508,9.97666129032258
1509,5.310614942528735
1510,7.396113636363636
1512,1.3792592592592592
1513,28.32047142857143
1515,7.266582278481013
1517,20.565392
1518,29.873268
1519,20.996875
1521,34.11221728395062
1524,57.74595
1526,11.26202111111111
1527,25.644026666666665
1530,7.551612903225807
1531,5.2656015625
1532,2.0155
1533,23.53315
1534,7.597764705882353
1535,5.2556675
1536,6.323491803278689
1540,12.1416
1541,16.298855
1543,12.576524590163935
1545,15.85697619047619
1547,12.363660240963856
1548,18.098583333333334
1549,37.348
1550,20.681920454545455
1551,74.53175
1553,5.6390666666666664
1554,9.537117391304347
1556,67.53259782608696
1566,7.80103595505618
1573,11.573463414634146
1575,3.2732608695652172
1576,5.104823529411765
1580,21.928784
1582,9.920557692307693
1584,8.915058823529412
1585,17.4544126984127
1586,48.40146428571428
1589,43.84959420289855
1590,35.071082474226806
1591,11.015170731707316
1597,21.792
1600,31.06547619047619
1601,11.148795180722892
1604,11.576339285714285
1605,32.356057692307694
1607,18.904
1608,5.046335
1609,3.678541666666667
1610,41.52695833333333
1611,9.52494142857143
1612,21.472917142857142
1613,10.1775
1616,2.224447058823529
1618,15.46372
1620,12.20693023255814
1622,6.604066037735849
1627,16.5880511627907
1628,4.031428571428571
1634,20.06809090909091
1637,41.408953333333336
1641,10.62225
1644,45.794505
1645,7.271296703296703
1647,21.361102040816327
1649,21.49074074074074
1651,9.229
1653,18.619756097560977
1657,5.276553846153846
1658,20.829479411764705
1659,8.104525
1661,7.763076923076923
1665,10.923283582089553
1667,6.035011235955056
1668,25.896495
1669,14.683882352941177
1673,7.097058823529411
1674,57.79266666666667
1675,20.545411764705882
1676,13.432021135957728
1677,12.780709756097561
1678,13.651774285714286
1680,27.61769
1682,38.71063
1684,14.530365384615385
1685,20.988551020408163
1686,5.8628
1692,61.0636
1695,11.327824561403508
1696,3.3987558139534886
1697,30.02397857142857
1701,7.351818181818182
1703,12.826996774193548
1704,32.307345
1705,9.947536231884058
1708,16.1752
1714,7.8865625
1715,9.111105263157894
1717,2.2842046666666667
1719,2.672280701754386
1721,23.583015873015874
1723,20.117940217391304
1724,5.9755
1726,6.216695652173913
1727,28.397983333333332
1729,43.423764285714284
1730,8.303194805194805
1733,2.7804
1734,13.37731111111111
1736,30.71469696969697
1737,6.9726328125
1738,6.27345
1740,1.3856666666666666
1743,17.30644680851064
1744,5.9699
1748,92.38054054054054
1749,6.4256091954022985
1750,30.128886428571427
1752,6.9453658536585365
1753,11.095431818181819
1756,18.59288888888889
1757,23.275135
1760,8.468888372093023
1762,8.14675
1764,3.1616666666666666
1765,8.887375
1766,9.672985
1769,18.35582988505747
1770,16.426626865671643
1771,1.8700222222222223
1773,15.313036363636364
1777,24.43687619047619
1778,3.5672678571428573
1779,30.5576
1782,16.62648275862069
1784,15.795539
1785,33.62799
1787,21.428655913978496
1790,22.82806081081081
1791,30.455
1795,17.64885238095238
1796,12.391106666666667
1797,14.13176119402985
1800,39.348124285714285
1801,5.813818181818182
1805,16.586910714285715
1806,20.3269125
1807,8.82936170212766
1808,27.887846774193548
1809,15.531096774193548
1811,7.29025
1812,3.386416666666667
1816,43.74125
1817,8.8602
1819,9.871641791044777
1820,7.720137931034483
1824,26.16784857142857
1826,3.3249811320754716
1828,77.08190361445783
1830,19.961275
1831,9.451785714285714
1835,3.7992884615384614
1837,10.187151515151514
1838,51.98840983606557
1839,6.855650943396227
1842,6.025963636363636
1845,13.425416666666667
1849,43.088602083333335
1851,13.46888888888889
1852,106.33041666666666
1855,23.314888888888888
1856,23.282811594202897
1858,17.52828
1860,2.090086956521739
1868,18.217266666666667
1869,7.050318918918919
1870,1.6929411764705882
1871,14.866278571428571
1874,57.04030375
1875,25.8992
1876,16.587118
1882,20.43282807017544
1885,10.30926923076923
1886,24.96941758241758
1887,19.82078367346939
1889,4.674
1890,14.537972972972973
1896,3.2813333333333334
1898,6.847814035087719
1901,10.925704918032787
1902,21.621225
1904,7.057
1905,25.983951923076923
1906,5.816714285714285
1911,7.143975
1913,18.939978260869566
1917,5.680863636363636
1918,6.07609756097561
1922,15.413402932985335
1923,11.520137037037037
1924,9.7288
1928,3.2540983606557377
1931,15.378470588235293
1932,0.49043506493506495
1933,9.803396
1935,37.115
1937,12.0043125
1940,13.734
1942,7.215296875
1946,9.938616326530612
1947,1.4005125
1950,38.9041
1951,2.4602692307692307
1952,1.855781690140845
1953,2.99896875
1956,27.929363
1963,37.04665
1965,18.876395061728395
1966,5.898910202179596
1969,32.16747307692307
1971,5.584666666666666
1972,3.852222222222222
1973,6.331346428571429
1974,5.00037037037037
1975,24.08684
1977,10.859065704671476
1979,26.96203448275862
1980,12.50940350877193
1982,17.539217948717948
1986,18.989722352941175
1988,23.317845070422536
1989,11.9828
1991,13.852288461538462
1993,39.37258571428571
1996,17.191377777777777
1997,7.666146677066458
2000,14.566
2001,10.322565217391304
2002,5.49206
2006,17.798
2007,15.785457446808511
2010,14.2886
2013,9.714025
2014,22.8798
2016,21.258123913043477
2023,12.60896
2024,10.00990909090909
2032,63.479508333333335
2036,14.228692307692308
2037,17.44861095890411
2038,9.274814814814814
2039,20.54381818181818
2040,15.181408571428571
2041,18.145766666666667
2043,48.893659375
2045,23.87405063291139
2047,17.702768674698795
2048,19.410108666666666
2052,5.327898550724638
2055,20.57407894736842
2058,23.139333333333333
2063,31.482
2066,13.958357142857142
2067,5.493239726027397
2069,25.819342857142857
2071,11.053
2072,32.07864875
2077,11.063043859649122
2079,17.86366923076923
2081,12.784856603773585
2084,9.551244444444444
2086,9.038331168831169
2089,7.598142857142857
2090,19.089426666666668
2091,7.106915151515151
2092,9.597896153846154
2093,5.475
2094,14.862818181818183
2095,18.04758536585366
2096,9.872433333333333
2099,8.611611111111111
2100,26.010625
2103,11.707075555555555
2104,30.62713
2106,37.3304
2109,39.159501754385964
2112,36.39264705882353
2115,14.83301038961039
2116,5.77
2117,5.910142857142858
2118,7.295656565656565
2119,17.528925373134328
2121,8.289
2123,5.044081632653061
2127,43.55623
2128,21.0249
2129,13.358604651162791
2131,11.372750537634408
2132,14.27890909090909
2133,12.044871794871796
2134,3.949846153846154
2135,5.687619047619048
2137,28.083267123287673
2139,9.87782608695652
2140,7.226101694915254
2144,14.552677419354838
2145,14.41871794871795
2146,4.798896907216495
2147,33.31469666666667
2149,1.9385555555555556
2150,11.791103448275862
2151,18.53688888888889
2153,16.846816666666665
2158,15.254807692307692
2159,1.1971294117647058
2160,21.0136
2162,8.196666666666667
2163,14.031771666666666
2165,9.977666666666666
2169,23.300981398037205
2178,17.13561111111111
2180,41.96877777777778
2183,17.563053333333333
2187,13.611440714285715
2190,9.590488888888888
2193,16.76784046431907
2194,48.39412745098039
2195,34.56333333333333
2200,6.13560487804878
2205,12.787
2208,59.72594545454545
2209,20.229727272727274
2210,5.284296296296296
2212,32.098132
2214,7.0517619047619045
2220,7.602611320754717
2221,6.4717
2222,18.752910714285715
2223,12.788313725490196
2227,12.6395
2230,33.478529411764704
2231,11.449813725490197
2234,16.704509803921567
2235,13.381282051282051
2237,10.743929824561404
2238,10.420137931034482
2239,22.076589830508475
2240,12.047402777777778
2242,30.629333333333335
2245,10.49984126984127
2250,35.28568888888889
2252,16.003483516483517
2253,5.3488
2257,3.185
2259,2.378
2261,17.334444444444443
2266,123.03156666666666
2267,17.89009785714286
2268,10.793042553191489
2272,5.078
2276,12.565735294117648
2281,24.538175
2287,2.9718125
2289,12.815384615384616
2290,13.991304347826087
2296,82.5761125
2297,14.265277777777778
2301,13.370296428571429
2302,30.036966666666668
2307,1.4851055555555555
2308,2.8634
2309,11.657777777777778
2311,21.175303333333332
2321,9.831052631578947
2325,34.21942857142857
2327,9.908138888888889
2334,46.431015625
2335,7.0640833333333335
2338,24.556363636363635
2339,11.325793103448277
2340,12.035381395348837
2341,17.422414084507043
2342,11.307866666666667
2343,3.077785714285714
2345,59.607284615384614
2346,11.61370588235294
2347,0.06028888888888889
2348,8.013151515151515
2350,15.939944444444444
2353,14.864084210526316
2354,3.8437666666666668
2358,2.455934426229508
2359,9.46695593220339
2361,11.616251333333333
2363,1.2534193548387096
2364,4.569166666666667
2366,38.206664
2367,2.4366
2368,6.886066666666666
2369,2.9349333333333334
2370,14.373692307692307
2375,27.96982
2377,11.09
2379,14.531578947368422
2382,21.10440404040404
2383,16.283258333333333
2384,6.62774025974026
2386,18.265975
2387,36.79247125
2391,7.661949275362319
2397,42.9472085106383
2399,14.059666666666667
2403,2.96341875
2404,3.6843548387096776
2409,4.9963
2411,14.429081081081081
2412,14.639140625
2413,6.6581785714285715
2414,6.402373626373627
2416,2.9784615384615383
2417,28.242901960784312
2423,10.035818181818183
2426,12.34900909090909
2427,14.42170731707317
2428,45.052
2432,1.8762526315789474
2433,44.01000298507463
2434,20.914806666666667
2436,11.60047191011236
2437,25.043157894736844
2441,11.2058125
2443,9.309322033898304
2446,5.9955428571428575
2451,13.1556
2452,19.47930786516854
2453,13.18
2455,17.18091304347826
2456,3.986923076923077
2457,15.625654973801048
2458,23.854664383561644
2459,10.152247777777777
2462,10.89
2467,7.8375
2468,11.00250505050505
2470,36.5026875
2473,33.29441758241758
2474,13.009149253731342
2477,10.392428571428571
2478,7.365483870967742
2479,16.599833333333333
2481,27.978235294117646
2483,21.229932584269662
2484,20.884242424242423
2485,11.171445
2489,4.895083333333333
2492,21.74366
2493,12.775070967741936
2494,19.27623913043478
2497,4.604675324675324
2500,28.641032258064516
2501,24.458429577464788
2502,47.874209836065575
2504,19.399970833333334
2505,43.7974465116279
2509,14.608087333333334
2510,8.33248076923077
2511,10.700303030303031
2512,8.612285714285715
2514,0.6279555555555556
2515,15.263684210526316
2516,12.210912280701754
2517,10.79201851851852
2521,5.7564677419354835
2522,8.1308
2524,18.354584615384617
2525,28.092933333333335
2527,80.32371134020619
2529,8.067727272727273
2530,20.260545454545454
2531,64.18133333333333
2532,9.70016923076923
2534,23.567853658536585
2539,9.584763636363636
2541,5.84448275862069
2542,19.671912280701754
2546,15.712566666666667
2547,6.0305
2548,14.812293103448276
2549,2.25732
2550,3.1062264150943397
2552,24.34016170212766
2556,8.87776923076923
2559,18.033272727272728
2560,11.164778571428572
2562,10.32088888888889
2563,14.027098039215685
2564,19.350098591549294
2565,11.579397849462365
2566,20.336975
2567,9.361171428571428
2568,22.044672857142857
2570,11.319533333333334
2572,2.9258333333333333
2573,17.853545454545454
2575,8.287981424037152
2576,17.126028985507247
2577,17.84790476190476
2581,38.472719047619044
2584,25.270172727272726
2585,11.519571428571428
2586,9.896666666666667
2588,4.865333333333333
2591,5.358466666666667
2593,6.666
2596,10.969545
2598,13.170705
2605,12.30080303030303
2607,16.147945205479452
2609,13.43880985915493
2610,3.070105263157895
2611,22.583935483870967
2613,10.200861538461538
2614,31.82853012048193
2615,21.521041666666665
2616,24.274428571428572
2618,10.068975
2619,9.441606666666667
2621,24.213841666666667
2622,13.104351351351351
2623,17.48
2624,10.143884057971015
2625,15.759550632911392
2629,40.206517647058824
2630,2.587894
2631,5.626019607843137
2632,7.398365853658537
2633,5.133454545454545
2634,3.4168421052631577
2635,20.338555555555555
2637,19.946964705882355
2638,15.029660666666667
2639,30.59543548387097
2643,10.603769230769231
2645,2.491142857142857
2646,28.35283908045977
2647,4.939375
2651,20.852811594202898
2653,3.184887804878049
2654,4.925833333333333
2655,21.509037037037036
2656,2.0523333333333333
2658,13.312317375365248
2659,8.56422
2660,23.208732
2661,28.911390443047786
2664,13.124133333333333
2665,23.9996
2666,4.953636363636364
2668,26.579208333333334
2669,6.469296296296296
2671,1.9188
2672,27.405973333333332
2674,5.652083333333334
2675,9.809768421052631
2676,8.83047191011236
2677,35.229978260869565
2681,12.2865875
2683,4.919842105263158
2687,16.87107142857143
2689,7.399772916666667
2690,27.530236
2691,1.5485714285714285
2699,6.3872
2701,0.0564040404040404
2709,12.945490909090909
2713,8.98473
2714,120.4185
2715,8.02909090909091
2716,11.419222222222222
2717,18.681444444444445
2718,7.978670042659915
2720,28.190350877192984
2721,10.126671666666667
2722,22.215367647058823
2723,26.362211267605634
2726,64.34610666666667
2728,19.98096153846154
2729,33.0944
2734,11.597316666666666
2736,19.82964705882353
2739,6.093529411764706
2743,42.376714285714286
2749,9.055131578947368
2753,12.672571428571429
2755,14.605958904109588
2756,20.293402173913044
2757,18.495833333333334
2758,18.896632352941175
2759,45.144284210526315
2760,8.131450980392158
2763,8.244629268292682
2765,16.53736
2772,7.2338046511627905
2775,54.215583333333335
2776,12.729461016949152
2779,22.661574
2780,16.109382978723403
2781,14.297918571428571
2785,0.5008571428571429
2786,8.050666666666666
2787,12.111
2788,19.80120625
2795,12.004761904761905
2796,12.873603174603174
2799,26.22926875
2800,8.403509523809523
2802,6.433513333333333
2803,52.94906
2805,13.005172413793103
2806,44.537333333333336
2811,5.742333333333334
2820,29.172565957446807
2821,8.325673076923078
2822,7.040971428571429
2826,3.968193548387097
2827,3.173387755102041
2831,9.93462962962963
2833,10.776407594936709
2835,38.39841860465116
2836,13.229036363636364
2837,13.566622950819673
2839,16.877181818181818
2840,14.243954545454546
2841,13.752471698113208
2842,30.804651162790698
2845,18.390089552238805
2847,29.0814
2848,12.533225806451613
2849,25.3532
2856,10.176684210526316
2858,9.121474358974359
2861,7.968345454545455
2863,6.899518987341772
2867,23.00964772727273
2868,10.893717171717173
2877,1.7648275862068965
2882,11.476975
2885,14.9237
2888,13.447760714285714
2889,31.92757142857143
2892,5.753254545454546
2896,11.708484444444444
2897,12.052745454545455
2898,9.458360824742268
2899,7.372086419753086
2900,19.42525641025641
2903,10.366216216216216
2905,15.257466666666666
2908,23.41
2910,37.878
2913,6.987177419354839
2914,18.535212765957446
2917,9.551934426229508
2919,9.54700806451613
2920,9.650636666666667
2921,10.802145161290323
2922,18.805886842105263
2924,6.148741666666667
2933,9.505625
2935,6.584081632653061
2936,9.55590625
2938,91.66611538461538
2941,9.5856
2943,2.5494814814814815
2944,7.313666666666666
2948,12.199615384615385
2951,2.975709090909091
2952,4.509788235294118
2953,0.9110370370370371
2957,26.60551724137931
2960,8.491527027027027
2961,54.007441176470586
2965,18.8832
2966,6.746774193548387
2968,25.892761363636364
2970,13.610285714285714
